index;nome_produto;categoria;nome_produto_processed;categoria_encoded;pred_encode;categoria_pred
8307;GELEIA MOCOTO PREZUNIC 180, FRAMBOESA;GELÉIA DE MOCOTÓ;geleia mocoto prezunic 180 framboesa;142;142;GELÉIA DE MOCOTÓ
10651;PO COMPACTO MAYB PURE MAKE UP ARE NAT BL;MAQUIAGEM;po compacto mayb pure make up are nat bl;189;189;MAQUIAGEM
15493;ESPUMANTE BOSSA Nº6 BELLINI 750ML;SIDRA/ESPUMANTE;espumante bossa n6 bellini 750 ml;275;275;SIDRA/ESPUMANTE
6966;ESC DENTAL KESS STEPS 1 INFANTIL;ESCOVA DENTAL INFANTIL;esc dental kess steps 1 infantil;113;112;ESCOVA DENTAL ADULTO
5703;CR TRAT SKALA 18 ELEMENTOS/ARGININA 1KG;CREME PARA TRATAMENTO;cr trat skala 18 elementosarginina 1 kg;86;86;CREME PARA TRATAMENTO
826;ALIM GATOS PITUKATS CARNE 500G;ALIMENTO PARA GATOS;alim gatos pitukats carne 500 g;13;13;ALIMENTO PARA GATOS
13452;PAO BLANCO SCHAR S/GLUTEN PCT 200G;PÃES;pao blanco schar sem gluten pct 200 g;247;247;PÃES
836;CAPA ALMOFADA ACASA M PO PT/BC 4545 J945;ALMOFADAS;capa almofada acasa m po ptbc 4545 j945;14;14;ALMOFADAS
10185;LENCO LIMPZ FAC NIVEA EXPERT 20UN MICELAR;LIMPEZA DO ROSTO;lenco limpz fac nivea expert 20 un micelar;178;178;LIMPEZA DO ROSTO
2440;BEBIDA MISTA 275ml PM SPRITZ;BEBIDA MISTA;bebida mista 275 ml pm spritz;43;81;COOLER/ICE
17515;GARRAFA TERMICA PRESSAO NOBILE 1L;UTENSÍLIOS PARA CAFÉ;garrafa termica pressao nobile 1 l;304;304;UTENSÍLIOS PARA CAFÉ
9423;LAVA LOUCA GEL ECOBRIL MAR ALECR RF 500ML;LAVA LOUÇA;lava louca gel ecobril mar alecr rf 500 ml;163;163;LAVA LOUÇA
10047;LIMPA TUDO TUFF STUFF 300ML;LIMPADOR MULTIUSO;limpa tudo tuff stuff 300 ml;176;176;LIMPADOR MULTIUSO
5847;CREME DENTAL PARODONTAX WHITENING 50G;CREME/GEL DENTAL ADULTO;creme dental parodontax whitening 50 g;87;87;CREME/GEL DENTAL ADULTO
6095;LIMPA FORNO UAU 200ML;DESENGORDURANTE;limpa forno uau 200 ml;96;96;DESENGORDURANTE
9639;PIMENTAO VRM VERDEKAL 200G-PICADO;LEGUMES;pimentao vrm verdekal 200 g-picado;166;166;LEGUMES
10063;LIMP PERF RENOVAR CARINHO 1L;LIMPADOR MULTIUSO;limp perf renovar carinho 1 l;176;176;LIMPADOR MULTIUSO
13089;ANTHELIOS XL FPS70 LRP LA ROCHE 120ML;PROTETOR SOLAR CORPORAL;anthelios xl fps70 lrp la roche 120 ml;244;244;PROTETOR SOLAR CORPORAL
4391;ESPETO XPETO PORTATIL 220V 006;CHURRASCO;espeto xpeto portatil 220v 006;66;66;CHURRASCO
17335;POTE HERMETICO RET LOCK&STOCK 1.7L;UTENSÍLIOS DE VIDRO;pote hermetico ret lockstock 17 l;303;303;UTENSÍLIOS DE VIDRO
12859;LIMPA ALUM BRILHO KIM NATURAL 500ML;POLIDOR;limpa alum brilho kim natural 500 ml;235;235;POLIDOR
13930;GRAPETTINHO FRAMBOESA 290ML;REFRIGERANTES;grapettinho framboesa 290 ml;253;281;SUCO PRONTO/NECTAR
17781;SALVIA DEVILE 15G;VERDURAS;salvia devile 15 g;309;79;CONDIMENTO NATURAL
14825;BATATA PALHA 120g SLIGHT EXTRA FINA;SALGADINHO E APERITIVO;batata palha 120 g slight extra fina;269;269;SALGADINHO E APERITIVO
12070;OVO TONON BCO GDE C/12 (POLPA);OVOS;ovo tonon bco gde com 12 polpa;217;217;OVOS
15595;SORVETE LACTA LAKA 1,5L;SORVETE;sorvete lacta laka 15 l;278;278;SORVETE
5884;CR DENT CREME COLGATE TOTAL 12 90G LV12 PG10 CLEAN MINT;CREME/GEL DENTAL ADULTO;cr dent creme colgate total 12 90 g lv12 pg10 clean mint;87;87;CREME/GEL DENTAL ADULTO
11091;CANETA BIC CRISTAL C 4 AZUL;MATERIAL ESCOLAR;caneta bic cristal 4 azul;195;195;MATERIAL ESCOLAR
14360;SAB LIQ FACIAL NIVEA 150ML;SABONETE LÍQUIDO;sab liq facial nivea 150 ml;261;261;SABONETE LÍQUIDO
12213;PANETTONE DI LUCCA CHOC 400G;PANETONE;panettone di lucca choc 400 g;219;219;PANETONE
15214;SH NIELY GOLD TURB 9 OLEO POD DIVA 300ML;SHAMPOO;sh niely gold turb 9 oleo pod diva 300 ml;273;273;SHAMPOO
1944;AZEITE OLIVA IBERO EXTRA VIRG GFA 1L;AZEITE;azeite oliva ibero extra virg gfa 1 l;35;35;AZEITE
11864;CAIXA ORG OU P CO410;ORGANIZADOR;caixa org ou p co410;215;215;ORGANIZADOR
7050;ESM COLORAMA PETALA BCA 1UN-SM;ESMALTE;esm colorama petala bca 1 un-sm;116;116;ESMALTE
11634;MOLHO ARRUDA 150ML SHOYO .;MOLHO SHOYU;molho arruda 150 ml shoyo ;209;209;MOLHO SHOYU
8510;PROFUSE ESSENCELE FILLER C ACHE 30G;HIDRATAÇÃO PARA O CORPO;profuse essencele filler ache 30 g;147;244;PROTETOR SOLAR CORPORAL
3086;BIFE PALETA FRIBOI kg BORBOLETA BJ .;BOVINO RESFRIADO;bife paleta friboi kg borboleta bj ;48;48;BOVINO RESFRIADO
4736;T.IMEDIA EXC.KIT LV2 DESC.40% 7 LOU.NAT;COLORAÇÃO FEMININA;timedia exckit lv2 desc40 7 lounat;74;74;COLORAÇÃO FEMININA
12960;PORTA SAB LIQ COZA R CUBE RS 20878;PORTA SABONETE;porta sab liq coza r cube rs 20878;239;239;PORTA SABONETE
1310;VELA ROMANA N 8 BRANCA;ARTIGOS PARA FESTAS;vela romana 8 branca;23;23;ARTIGOS PARA FESTAS
10614;BATOM LIQ PAYOT BOCA ROSA VINTAGE 4G;MAQUIAGEM;batom liq payot boca rosa vintage 4 g;189;189;MAQUIAGEM
1279;VELA ROMANA SUPER N 6 ROSA;ARTIGOS PARA FESTAS;vela romana super 6 rosa;23;23;ARTIGOS PARA FESTAS
17332;JARRA TULIPA CRISTAL TRITEC REF 2232;UTENSÍLIOS DE VIDRO;jarra tulipa cristal tritec ref 2232;303;300;UTENSÍLIOS DE PLÁSTICO
7519;FEIJAO FRADINHO ROSALITO 1KG;FEIJÃO;feijao fradinho rosalito 1 kg;125;125;FEIJÃO
17691;BATATA CONG 2kg MCCAIN 5X1;VEGETAL CONGELADO;batata cong 2 kg mccain 5x1;307;307;VEGETAL CONGELADO
15058;Quinoa em Grãos 150gr Oner;SAUDÁVEL;quinoa em gros 150 gr oner;272;272;SAUDÁVEL
4382;MINI PALITO SILVER PLASTIC C/100 PRATA;CHURRASCO;mini palito silver plastic com 100 prata;66;265;SACOS
11664;MORTADELA SEARA PESO;MORTADELA;mortadela seara peso;210;210;MORTADELA
10067;LIMP PERF MAXIMUS PEROLA C/ALCOOL 5L;LIMPADOR MULTIUSO;limp perf maximus perola com alcool 5 l;176;176;LIMPADOR MULTIUSO
17250;CANECA CASA R POAA007RS;UTENSÍLIOS DE PORCELANA/CERÂMICA;caneca casa r poaa007rs;301;301;UTENSÍLIOS DE PORCELANA/CERÂMICA
17057;BALDE P/MOP ALKLIN 15L UN;UTENSÍLIOS DE PLÁSTICO;balde para mop alklin 15 l un;300;220;PANOS/FLANELAS
16494;ALISANTE ORIGEM NOW COLOR PRETO;TRANSFORMAÇÃO CABELOS;alisante origem now color preto;292;292;TRANSFORMAÇÃO CABELOS
16754;FRIGID FRANCESA FRANCE FLON 16;UTENSÍLIOS DE INOX/ALUMÍNIO;frigid francesa france flon 16;296;296;UTENSÍLIOS DE INOX/ALUMÍNIO
17434;DECANTER GS TANGO 1.9L 311104007;UTENSÍLIOS DE VIDRO;decanter gs tango 19 l 311104007;303;303;UTENSÍLIOS DE VIDRO
3539;SANDALIA HAVAIANAS TOP NAUTICAL MAR 43/44;CALÇADO ADULTO;sandalia havaianas top nautical mar 4344;56;56;CALÇADO ADULTO
2131;Açaí com Guaraná  Orgânico Sambazon 765g;AÇAÍ;aa com guaran orgnico sambazon 765 g;37;37;AÇAÍ
15734;PICOLE FRUT BISS TRADICIONAL 60G TANGERINA;SORVETE;picole frut biss tradicional 60 g tangerina;278;278;SORVETE
2314;BARRA DE FRUTA 60g NUTRY AMEND/ACAI;BARRA DE CEREAL;barra de fruta 60 g nutry amendacai;40;40;BARRA DE CEREAL
1758;SOBRECOXA FGO SADIA 1KG PC CONG;AVE CONGELADA;sobrecoxa fgo sadia 1 kg pc cong;32;32;AVE CONGELADA
14390;SAB LIQ GRANADO GLICERINA E MEL 200ML;SABONETE LÍQUIDO;sab liq granado glicerina e mel 200 ml;261;261;SABONETE LÍQUIDO
3578;SAND HAVAIANAS KIDS TOP DISNEY 1PR VERM RUBI 27/28;CALÇADO ADULTO;sand havaianas kids top disney 1pr verm rubi 2728;56;56;CALÇADO ADULTO
325;ESCOVA RAQUETE TOP COLOR BONITTA;ACESSÓRIOS PARA CABELO;escova raquete top color bonitta;6;6;ACESSÓRIOS PARA CABELO
10110;RODO P/PIA ESFREBOM ESTILO;LIMPEZA;rodo para pia esfrebom estilo;177;177;LIMPEZA
16058;PERNIL DIANTEIRO TEMP ASSADO kg .;SUÍNO RESFRIADO;pernil dianteiro temp assado kg ;284;284;SUÍNO RESFRIADO
8438;ALIMENTOS CONGELADOS 300g BALSAMO HAMBURGUER;HAMBÚRGUER;alimentos congelados 300 g balsamo hamburguer;145;145;HAMBÚRGUER
9079;COALHADA APRECIARE 130G;IOGURTE;coalhada apreciare 130 g;155;155;IOGURTE
1745;FILEZINHO PATO GERMANIA CONG PCT 500G;AVE CONGELADA;filezinho pato germania cong pct 500 g;32;32;AVE CONGELADA
6044;LEITE COCO QUALICY 500ML;DERIVADOS DO COCO;leite coco qualicy 500 ml;94;94;DERIVADOS DO COCO
892;ALVEJ VANISH 500ML;ALVEJANTE;alvej vanish 500 ml;15;15;ALVEJANTE
13457;PAO ITALIANO COMPRIDO kg PAUL;PÃES;pao italiano comprido kg paul;247;247;PÃES
3820;SANDALIA HAVAIANAS KIDS FLORES PURPURA METAL 25/26;CALÇADO INFANTIL;sandalia havaianas kids flores purpura metal 2526;57;57;CALÇADO INFANTIL
7934;Ameixa Preta Seca sem Caroço Carrefour 150g;FRUTA SECA;ameixa preta seca sem caroo carrefour 150 g;136;136;FRUTA SECA
10773;MASSA PASTEL JOSELITO DISCO GRANDE 500G;MASSA FRESCA;massa pastel joselito disco grande 500 g;191;191;MASSA FRESCA
535;ADOC PO LINEA CULINARIO 70G LV2PG1;ADOÇANTE;adoc po linea culinario 70 g lv2pg1;8;8;ADOÇANTE
7875;FRALDA PAMPERS SUPERSEC PACOTAO G 28UN;FRALDA INFANTIL;fralda pampers supersec pacotao g 28 un;133;133;FRALDA INFANTIL
9845;LEITE SAB CHOCO TODDYNHO GARRAFA 270ML;LEITE SABORIZADO;leite sab choco toddynho garrafa 270 ml;170;170;LEITE SABORIZADO
13322;PURIF AR AERO RENOVAR CARINHO 500ML;PURIFICADOR DE AR;purif ar aero renovar carinho 500 ml;246;246;PURIFICADOR DE AR
7783;FRALDA HUGGIES SUPREME CARE XG C/52;FRALDA INFANTIL;fralda huggies supreme care xg com 52;133;133;FRALDA INFANTIL
11822;CAIXA KREA CARTON BLOSSOM M;ORGANIZADOR;caixa krea carton blossom m;215;215;ORGANIZADOR
13040;PRESUNTO ESPH HACIENDAS 100G PC FAT;PRESUNTO;presunto esph haciendas 100 g pc fat;242;242;PRESUNTO
4847;T NATUCOR PO 24G 6.66 CEREJA;COLORAÇÃO FEMININA;t natucor po 24 g 666 cereja;74;296;UTENSÍLIOS DE INOX/ALUMÍNIO
9968;LIMPA VIDROS TRIEX 500ML;LIMPA VIDROS;limpa vidros triex 500 ml;174;174;LIMPA VIDROS
2850;CHOC NESTLE CRUNCH BR 97G;BOMBONIERE;choc nestle crunch br 97 g;46;46;BOMBONIERE
11311;MEL APIARIO SO MEL 350G;MEL;mel apiario so mel 350 g;197;197;MEL
2318;BARRA CEREAL NUTRY LAR 60G;BARRA DE CEREAL;barra cereal nutry lar 60 g;40;40;BARRA DE CEREAL
10613;PINCEL PO MARCHETTI;MAQUIAGEM;pincel po marchetti;189;189;MAQUIAGEM
4113;CEREAL KELLOGGS SUCRILHOS CHOCOLATE 120G;CEREAL MATINAL;cereal kelloggs sucrilhos chocolate 120 g;62;62;CEREAL MATINAL
13937;REFRIG FREVO 2L LIMA/LIMAO;REFRIGERANTES;refrig frevo 2 l limalimao;253;253;REFRIGERANTES
7433;FUBA MIKA MIMOSO 1KG;FARINÁCEO;fuba mika mimoso 1 kg;124;124;FARINÁCEO
12940;PORTA RETRATO UMBRA PRISMA DR MULTI 9221;PORTA RETRATO;porta retrato umbra prisma dr multi 9221;238;238;PORTA RETRATO
3960;JG CAMA CLAMATEX SOLT SPORTS 3P 239;CAMA;jg cama clamatex solt sports 3p 239;58;58;CAMA
8337;PIPOCA DE MICROONDAS 100g PROVATTI NAT C/SAL;GRÃOS/CEREAIS;pipoca de microondas 100 g provatti nat com sal;143;143;GRÃOS/CEREAIS
7759;FORNO ELET OSTER TASTE 15L VM 220V 15LTR;FORNO ELÉTRICO;forno elet oster taste 15 l vm 220v 15ltr;132;132;FORNO ELÉTRICO
14465;SABONETE LIQUIDO SNOOPY 200ML ALOÉ E CALENDULA;SABONETE LÍQUIDO INFANTIL;sabonete liquido snoopy 200 ml alo e calendula;262;261;SABONETE LÍQUIDO
455;BANDEJA E PA HIG BAW WAW P/ AREIA DE GATO;ACESSÓRIOS PET;bandeja e pa hig baw waw para areia de gato;7;152;HIGIENE/LIMPEZA PET SHOP
5288;PIMENTA MALAGUETA ISHASHI 35G;CONDIMENTO NATURAL;pimenta malagueta ishashi 35 g;79;79;CONDIMENTO NATURAL
8251;GELEIA NOEL 454G MORANGO;GELÉIA;geleia noel 454 g morango;141;141;GELÉIA
1100;HOME THEATER SAMSUNG BLU RAY 3D HT-F9750;APARELHO DE SOM;home theater samsung blu ray 3d ht-f9750;20;20;APARELHO DE SOM
516;ADOC PO FINN ASPARTAME C/50UN;ADOÇANTE;adoc po finn aspartame com 50 un;8;8;ADOÇANTE
10325;LINGUICA BORRUSSIA SUINA FRESCAL MIGNON KG;LINGUIÇA;linguica borrussia suina frescal mignon kg;181;181;LINGUIÇA
7891;FRUTA DESID MAE TERRA REMIX NAT BERRY 50G- CX;FRUTA DESIDRATADA;fruta desid mae terra remix nat berry 50 g- cx;134;137;FRUTAS
12243;ESFREGAO PVA CONDOR 1620 REFIL;PANOS/FLANELAS;esfregao pva condor 1620 refil;220;220;PANOS/FLANELAS
8290;GELEIA PRIMA FRUTTA 340G DAMASCO;GELÉIA;geleia prima frutta 340 g damasco;141;141;GELÉIA
5903;CD TRA LA LA 50G MORANGO;CREME/GEL DENTAL INFANTIL;cd tra la la 50 g morango;88;278;SORVETE
16410;TORTA DECORADA kg;TORTA;torta decorada kg;291;291;TORTA
11588;MOLHO INGLES 1,01L CEPERA;MOLHO INGLÊS;molho ingles 101 l cepera;207;207;MOLHO INGLÊS
11101;CADERNO WINNER. CD UNIV 96FLS 1 MAT MUSIC;MATERIAL ESCOLAR;caderno winner cd univ 96fls 1 mat music;195;195;MATERIAL ESCOLAR
7106;ESM BEAUTY COLOR MET FELINA 1UN;ESMALTE;esm beauty color met felina 1 un;116;116;ESMALTE
17350;TACA MISTRAL BOCA TORTA MEDIA;UTENSÍLIOS DE VIDRO;taca mistral boca torta media;303;303;UTENSÍLIOS DE VIDRO
2149;ACUCAR CRISTAL ESTRELA 2KG;AÇÚCAR;acucar cristal estrela 2 kg;38;38;AÇÚCAR
14694;SALADA MAIONESE BORDON FRANGO/LEG 300G;SALADA;salada maionese bordon frangoleg 300 g;267;186;MAIONESE
937;AMAC CONC SONHO REF 500ML MAGIC;AMACIANTE;amac conc sonho ref 500 ml magic;16;16;AMACIANTE
10568;SOMBRA VULT MA 02 BL UNITARIA;MAQUIAGEM;sombra vult ma 02 bl unitaria;189;189;MAQUIAGEM
12757;PILHA PANASONIC ALC PREMIUM PALITO C 2;PILHA/BATERIA;pilha panasonic alc premium palito 2;232;232;PILHA/BATERIA
10911;MAC TODESCHINI GRANO DURO 500G PENNE;MASSA SECA;mac todeschini grano duro 500 g penne;193;193;MASSA SECA
18364;CLORO BIG SOFT 2L;ÁGUA SANITÁRIA;cloro big soft 2 l;317;317;ÁGUA SANITÁRIA
11768;PAPINHA NESTLE 115G-VD GAL/LEG/MC;NUTRIÇÃO INFANTIL;papinha nestle 115 g-vd gallegmc;213;213;NUTRIÇÃO INFANTIL
698;PALITO INTEGRAL FILOS PCT 1KG;ALIMENTO PARA CÃES;palito integral filos pct 1 kg;12;12;ALIMENTO PARA CÃES
17311;FORMA IMP ACASA SILIC MUF/CUP FLORES CZ BA5609;UTENSÍLIOS DE SILICONE;forma imp acasa silic mufcup flores cz ba5609;302;302;UTENSÍLIOS DE SILICONE
11134;ESTOJO COLORIZI SKATE;MATERIAL ESCOLAR;estojo colorizi skate;195;195;MATERIAL ESCOLAR
1287;COPO DESCARTAVEL 200ml C/100un COPOBRAS PP BRANCO;ARTIGOS PARA FESTAS;copo descartavel 200 ml com 100 un copobras pp branco;23;23;ARTIGOS PARA FESTAS
15164;SH MAHOG HIDRATACAO 400ML;SHAMPOO;sh mahog hidratacao 400 ml;273;273;SHAMPOO
14587;SACO LIXO PRA LIXO ROLO PIA/BANHEIRO C/50;SACOS;saco lixo pra lixo rolo piabanheiro com 50;265;265;SACOS
5924;CR BARB BRUT CLASSIC PELE NORMAL 65G;CREME/GEL/ESPUMA DE BARBEAR;cr barb brut classic pele normal 65 g;89;277;SOPA
9985;LIMP PERF CASA&PERFUME BELA FLOR 500ML;LIMPADOR MULTIUSO;limp perf casaperfume bela flor 500 ml;176;176;LIMPADOR MULTIUSO
7879;FRALDA DESCARTAVEL VITA MILI ADULTO XG;FRALDA INFANTIL;fralda descartavel vita mili adulto xg;133;133;FRALDA INFANTIL
12258;PANO SCOTCH-BRITE ENXUGA FACIL C/2 .;PANOS/FLANELAS;pano scotch-brite enxuga facil com 2 ;220;220;PANOS/FLANELAS
13670;QUEIJO ANILA CACCIO CAVALO VINHO KG;QUEIJO;queijo anila caccio cavalo vinho kg;250;250;QUEIJO
8504;LOCAO HIDRAT NIVEA SENTIDOS RELAX 200ML;HIDRATAÇÃO PARA O CORPO;locao hidrat nivea sentidos relax 200 ml;147;147;HIDRATAÇÃO PARA O CORPO
3242;BONECO LIGA POWER MASTER BRINQ VARIADO;BRINQUEDOS MENINOS;boneco liga power master brinq variado;51;51;BRINQUEDOS MENINOS
17539;GARRAFA TERMICA EDFORT 1L, PRETO;UTENSÍLIOS PARA CAFÉ;garrafa termica edfort 1 l preto;304;304;UTENSÍLIOS PARA CAFÉ
16242;TEMP SS NATURAL 50G ZERO SODIO FRANGO;TEMPERO;temp ss natural 50 g zero sodio frango;288;288;TEMPERO
4022;JG CAMA ACASA D SOLT PERCAL 300F CZ 1901;CAMA;jg cama acasa solt percal 300f cz 1901;58;58;CAMA
9200;FERTILIZANTE ROSA DO DESERTO 150G;JARDINAGEM PLANTAR;fertilizante rosa do deserto 150 g;157;157;JARDINAGEM PLANTAR
12539;ATUM COQUEIRO LIGHT NAT PED 170G;PEIXE EM CONSERVA;atum coqueiro light nat ped 170 g;227;227;PEIXE EM CONSERVA
720;ALIM CAO DO CHOW AD RP LV11.6 PG10.1KG;ALIMENTO PARA CÃES;alim cao do chow ad rp lv116 pg101 kg;12;12;ALIMENTO PARA CÃES
1506;BATERIA ZETTA Z45D;AUTOMOTIVO ACESSÓRIOS;bateria zetta z45d;25;25;AUTOMOTIVO ACESSÓRIOS
11918;PASCOA OVO NESTLE ALPINO COMBO C3X110G;OVO DE PÁSCOA;pascoa ovo nestle alpino combo c3x110 g;216;216;OVO DE PÁSCOA
2374;BARRA KELLNESS 20GR MORANGO C/CHOC;BARRA DE CEREAL;barra kellness 20 gr morango com choc;40;40;BARRA DE CEREAL
5841;CR DENT GEL COLGATE WHITENING+PLAX FRESH MINT 90G;CREME/GEL DENTAL ADULTO;cr dent gel colgate whitening+plax fresh mint 90 g;87;87;CREME/GEL DENTAL ADULTO
18218;VODKA KADOV CRANBERRY 100%CEREAIS 1L;VODKA;vodka kadov cranberry 100cereais 1 l;312;312;VODKA
8235;GELEIA SUPERBOM 100% DAMASCO C/PEDACOS 310G;GELÉIA;geleia superbom 100 damasco com pedacos 310 g;141;141;GELÉIA
9034;CANTO DE MINAS IOGURTE BICAMADA 120g FR VERMELH;IOGURTE;canto de minas iogurte bicamada 120 g fr vermelh;155;155;IOGURTE
6690;PINO FEMEA TELEFONE USEUTIL;ELÉTRICA;pino femea telefone useutil;105;105;ELÉTRICA
8575;HIDRAT LABIAL MAYB BABY LIPS FRE CA 3.8G;HIDRATAÇÃO PARA O ROSTO;hidrat labial mayb baby lips fre ca 38 g;148;189;MAQUIAGEM
7720;PARAFUSO C/BUCHA N.10 C/ 4UNDS ASA DO BRASIL;FIXAÇÃO;parafuso com bucha n10 com 4 unds asa do brasil;131;131;FIXAÇÃO
15537;SOPA AJINOMOTO VONO 22G MILHO C/FGO;SOPA;sopa ajinomoto vono 22 g milho com fgo;277;277;SOPA
191;Feltro Sintético Circular Autoadesivo 20mm Preto 20 Peças - Talentos;ACESSÓRIOS DE MANUTENÇÃO;feltro sinttico circular autoadesivo 20 mm preto 20 peas - talentos;3;3;ACESSÓRIOS DE MANUTENÇÃO
8684;EDUCADOR SANITARIO 180ml PROCAO NP;HIGIENE/LIMPEZA PET SHOP;educador sanitario 180 ml procao np;152;152;HIGIENE/LIMPEZA PET SHOP
17936;ALMEIRAO SUGUIMOTO UN;VERDURAS;almeirao suguimoto un;309;309;VERDURAS
5874;CR DENT CREME SORRISO DENTE BCO 90G LV12 GTS 3 CR DENT CREME TRIPLA 90G;CREME/GEL DENTAL ADULTO;cr dent creme sorriso dente bco 90 g lv12 gts 3 cr dent creme tripla 90g;87;87;CREME/GEL DENTAL ADULTO
13668;PROVOLONE BOLINHA K VALE DO ORIZONA;QUEIJO;provolone bolinha k vale do orizona;250;166;LEGUMES
11407;PACK S/CAN NESCAU PRONTINHO 9X200ML;MODIFICADOR DE LEITE;pack sem can nescau prontinho 9x200 ml;201;201;MODIFICADOR DE LEITE
14827;SALG APER AMENDOIM DORI JAPONES 500G;SALGADINHO E APERITIVO;salg aper amendoim dori japones 500 g;269;269;SALGADINHO E APERITIVO
3443;CAFE NESCAFE MATINAL SOLUVEL VD 230G;CAFÉ;cafe nescafe matinal soluvel vd 230 g;54;54;CAFÉ
1362;PRATO DESCARTAVEL 15cm C/10un KEROCOPO FUNDO;ARTIGOS PARA FESTAS;prato descartavel 15 cm com 10 un kerocopo fundo;23;23;ARTIGOS PARA FESTAS
5499;CONFEITO DISQUETI MINI CHOC 500G-PC;CONFEITOS;confeito disqueti mini choc 500 g-pc;80;80;CONFEITOS
5737;CR TRAT ELSEVE QUERA LISO 1KG;CREME PARA TRATAMENTO;cr trat elseve quera liso 1 kg;86;86;CREME PARA TRATAMENTO
6461;DOCE FESTA BRIGAD MOCA FIESTA NESTLE 385G;DOCE FESTA;doce festa brigad moca fiesta nestle 385 g;101;104;DOCE TABLETE
8145;UVA RED GLOBER NAC BENASSI 500G;FRUTAS;uva red glober nac benassi 500 g;137;137;FRUTAS
2360;BARRA CERAL NUTMIX SEMENTES ESPEC 30G;BARRA DE CEREAL;barra ceral nutmix sementes espec 30 g;40;40;BARRA DE CEREAL
14893;AMENDOIM ZANFA'S 500GR TORRADO .;SALGADINHO E APERITIVO;amendoim zanfas 500 gr torrado ;269;269;SALGADINHO E APERITIVO
8202;PO GELATINA DR OETKER MORANGO CX 20G;GELATINA;po gelatina dr oetker morango cx 20 g;140;140;GELATINA
15011;CHIPS INSPIRE MULTICEREAL TOMATE PCT 40G;SAUDÁVEL;chips inspire multicereal tomate pct 40 g;272;272;SAUDÁVEL
7794;FRALDA BABYBOO DIA A DIA M C50 MEGA;FRALDA INFANTIL;fralda babyboo dia a dia m c50 mega;133;133;FRALDA INFANTIL
5629;CR PENTEAR TRESEMME ORIGINAL 300ML;CREME DE PENTEAR;cr pentear tresemme original 300 ml;85;85;CREME DE PENTEAR
357;ESCOVA CAB MARCO BONI RETANGULAR REF 7511T;ACESSÓRIOS PARA CABELO;escova cab marco boni retangular ref 7511t;6;6;ACESSÓRIOS PARA CABELO
8195;MIST GELATINA APTI VIT TUTTI FRUTI CEREJA 35G;GELATINA;mist gelatina apti vit tutti fruti cereja 35 g;140;140;GELATINA
18153;VINHO ARGENTINO SAURUS TT.PATAG PINOT NOIR 750ML;VINHO;vinho argentino saurus ttpatag pinot noir 750 ml;311;311;VINHO
7261;ESPONJA LIMPPANO C3 LIMPEZA PESADA;ESPONJA SINTÉTICA;esponja limppano c3 limpeza pesada;120;120;ESPONJA SINTÉTICA
1572;FILTRO AR WEGA JFA-0H24;AUTOMOTIVO FILTROS;filtro ar wega jfa-0h24;28;28;AUTOMOTIVO FILTROS
6174;DESINF BELGA MARINE 500ML;DESINFETANTE;desinf belga marine 500 ml;97;97;DESINFETANTE
4463;CHA MATTE KININO 250GR .;CHÁ;cha matte kinino 250 gr ;67;67;CHÁ
13218;PURIF AR AP BOM AR CLICK SP EUC 12ML;PURIFICADOR DE AR;purif ar ap bom ar click sp euc 12 ml;246;246;PURIFICADOR DE AR
3834;MANTA MICROFIBRA PANOSUL 1,20 X1,5M . SORTIDA;CAMA;manta microfibra panosul 120 x15m sortida;58;58;CAMA
14560;LEV FORT SACO DE LIXO AZUL 30L;SACOS;lev fort saco de lixo azul 30 l;265;265;SACOS
411;TOUCA CAB VERTIX METALIZADA 393;ACESSÓRIOS PARA CABELO;touca cab vertix metalizada 393;6;1;ACESSÓRIOS DE BANHO
18069;VINHO GAZELA 750ML VDE GR V MATEUS 187ML;VINHO;vinho gazela 750 ml vde gr v mateus 187ml;311;311;VINHO
16111;PICANHA SUIN DATERRA PORC RESF KG;SUÍNO RESFRIADO;picanha suin daterra porc resf kg;284;48;BOVINO RESFRIADO
9031;BEB LACTEA POLPA VIGOR TODO DIA VITAMINA 540G;IOGURTE;beb lactea polpa vigor todo dia vitamina 540 g;155;155;IOGURTE
9375;bauru presunto/mussarela;LANCHE PRONTO;bauru presuntomussarela;161;161;LANCHE PRONTO
16005;SUPLEM PROT ESSENTIAL 34G REDBERRY;SUPLEMENTO ALIMENTAR;suplem prot essential 34 g redberry;282;282;SUPLEMENTO ALIMENTAR
17929;MIX SALADA VALE VERDE PRIMAVERA HIG 150G;VERDURAS;mix salada vale verde primavera hig 150 g;309;267;SALADA
14278;SAB BAR PHEBO TOQUE DE LAVANDA 90G;SABONETE BARRA;sab bar phebo toque de lavanda 90 g;259;259;SABONETE BARRA
11269;MARCADOR PERMANENTE N850-B EM -DAISO;MATERIAL ESCOLAR;marcador permanente n850-b em -daiso;195;195;MATERIAL ESCOLAR
8460;HAMB DE GRAO DE BICO MR VEGGY 400G;HAMBÚRGUER;hamb de grao de bico mr veggy 400 g;145;145;HAMBÚRGUER
17938;BROTO ALFAFA UN;VERDURAS;broto alfafa un;309;166;LEGUMES
4886;TINT PERM IMEDIA CR KIT EXC 634 CHOC;COLORAÇÃO FEMININA;tint perm imedia cr kit exc 634 choc;74;74;COLORAÇÃO FEMININA
2763;BOLO CASCAO kg .;BOLOS;bolo cascao kg ;45;45;BOLOS
