index;nome_produto;categoria;pred_encode;categoria_pred
6044;LEITE COCO QUALICY 500ML;DERIVADOS DO COCO;171;LEITE UHT
892;ALVEJ VANISH 500ML;ALVEJANTE;246;PURIFICADOR DE AR
13457;PAO ITALIANO COMPRIDO kg PAUL;PÃES;247;PÃES
3820;SANDALIA HAVAIANAS KIDS FLORES PURPURA METAL 25/26;CALÇADO INFANTIL;56;CALÇADO ADULTO
7934;Ameixa Preta Seca sem Caroço Carrefour 150g;FRUTA SECA;137;FRUTAS
10773;MASSA PASTEL JOSELITO DISCO GRANDE 500G;MASSA FRESCA;191;MASSA FRESCA
535;ADOC PO LINEA CULINARIO 70G LV2PG1;ADOÇANTE;141;GELÉIA
7875;FRALDA PAMPERS SUPERSEC PACOTAO G 28UN;FRALDA INFANTIL;133;FRALDA INFANTIL
9845;LEITE SAB CHOCO TODDYNHO GARRAFA 270ML;LEITE SABORIZADO;171;LEITE UHT
13322;PURIF AR AERO RENOVAR CARINHO 500ML;PURIFICADOR DE AR;246;PURIFICADOR DE AR
7783;FRALDA HUGGIES SUPREME CARE XG C/52;FRALDA INFANTIL;133;FRALDA INFANTIL
11822;CAIXA KREA CARTON BLOSSOM M;ORGANIZADOR;215;ORGANIZADOR
13040;PRESUNTO ESPH HACIENDAS 100G PC FAT;PRESUNTO;216;OVO DE PÁSCOA
4847;T NATUCOR PO 24G 6.66 CEREJA;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
9968;LIMPA VIDROS TRIEX 500ML;LIMPA VIDROS;246;PURIFICADOR DE AR
2850;CHOC NESTLE CRUNCH BR 97G;BOMBONIERE;46;BOMBONIERE
11311;MEL APIARIO SO MEL 350G;MEL;272;SAUDÁVEL
2318;BARRA CEREAL NUTRY LAR 60G;BARRA DE CEREAL;40;BARRA DE CEREAL
10613;PINCEL PO MARCHETTI;MAQUIAGEM;189;MAQUIAGEM
4113;CEREAL KELLOGGS SUCRILHOS CHOCOLATE 120G;CEREAL MATINAL;46;BOMBONIERE
13937;REFRIG FREVO 2L LIMA/LIMAO;REFRIGERANTES;253;REFRIGERANTES
7433;FUBA MIKA MIMOSO 1KG;FARINÁCEO;124;FARINÁCEO
12940;PORTA RETRATO UMBRA PRISMA DR MULTI 9221;PORTA RETRATO;58;CAMA
3960;JG CAMA CLAMATEX SOLT SPORTS 3P 239;CAMA;58;CAMA
8337;PIPOCA DE MICROONDAS 100g PROVATTI NAT C/SAL;GRÃOS/CEREAIS;269;SALGADINHO E APERITIVO
7759;FORNO ELET OSTER TASTE 15L VM 220V 15LTR;FORNO ELÉTRICO;199;MICROONDAS
14465;SABONETE LIQUIDO SNOOPY 200ML ALOÉ E CALENDULA;SABONETE LÍQUIDO INFANTIL;259;SABONETE BARRA
455;BANDEJA E PA HIG BAW WAW P/ AREIA DE GATO;ACESSÓRIOS PET;296;UTENSÍLIOS DE INOX/ALUMÍNIO
5288;PIMENTA MALAGUETA ISHASHI 35G;CONDIMENTO NATURAL;79;CONDIMENTO NATURAL
8251;GELEIA NOEL 454G MORANGO;GELÉIA;141;GELÉIA
1100;HOME THEATER SAMSUNG BLU RAY 3D HT-F9750;APARELHO DE SOM;25;AUTOMOTIVO ACESSÓRIOS
516;ADOC PO FINN ASPARTAME C/50UN;ADOÇANTE;141;GELÉIA
10325;LINGUICA BORRUSSIA SUINA FRESCAL MIGNON KG;LINGUIÇA;181;LINGUIÇA
7891;FRUTA DESID MAE TERRA REMIX NAT BERRY 50G- CX;FRUTA DESIDRATADA;137;FRUTAS
12243;ESFREGAO PVA CONDOR 1620 REFIL;PANOS/FLANELAS;220;PANOS/FLANELAS
8290;GELEIA PRIMA FRUTTA 340G DAMASCO;GELÉIA;141;GELÉIA
5903;CD TRA LA LA 50G MORANGO;CREME/GEL DENTAL INFANTIL;303;UTENSÍLIOS DE VIDRO
16410;TORTA DECORADA kg;TORTA;291;TORTA
11588;MOLHO INGLES 1,01L CEPERA;MOLHO INGLÊS;206;MOLHO DE TOMATE
11101;CADERNO WINNER. CD UNIV 96FLS 1 MAT MUSIC;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
7106;ESM BEAUTY COLOR MET FELINA 1UN;ESMALTE;116;ESMALTE
17350;TACA MISTRAL BOCA TORTA MEDIA;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
2149;ACUCAR CRISTAL ESTRELA 2KG;AÇÚCAR;38;AÇÚCAR
14694;SALADA MAIONESE BORDON FRANGO/LEG 300G;SALADA;36;AZEITONA
937;AMAC CONC SONHO REF 500ML MAGIC;AMACIANTE;16;AMACIANTE
10568;SOMBRA VULT MA 02 BL UNITARIA;MAQUIAGEM;189;MAQUIAGEM
12757;PILHA PANASONIC ALC PREMIUM PALITO C 2;PILHA/BATERIA;25;AUTOMOTIVO ACESSÓRIOS
10911;MAC TODESCHINI GRANO DURO 500G PENNE;MASSA SECA;193;MASSA SECA
18364;CLORO BIG SOFT 2L;ÁGUA SANITÁRIA;246;PURIFICADOR DE AR
11768;PAPINHA NESTLE 115G-VD GAL/LEG/MC;NUTRIÇÃO INFANTIL;195;MATERIAL ESCOLAR
698;PALITO INTEGRAL FILOS PCT 1KG;ALIMENTO PARA CÃES;166;LEGUMES
17311;FORMA IMP ACASA SILIC MUF/CUP FLORES CZ BA5609;UTENSÍLIOS DE SILICONE;300;UTENSÍLIOS DE PLÁSTICO
11134;ESTOJO COLORIZI SKATE;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
1287;COPO DESCARTAVEL 200ml C/100un COPOBRAS PP BRANCO;ARTIGOS PARA FESTAS;303;UTENSÍLIOS DE VIDRO
15164;SH MAHOG HIDRATACAO 400ML;SHAMPOO;273;SHAMPOO
14587;SACO LIXO PRA LIXO ROLO PIA/BANHEIRO C/50;SACOS;265;SACOS
5924;CR BARB BRUT CLASSIC PELE NORMAL 65G;CREME/GEL/ESPUMA DE BARBEAR;86;CREME PARA TRATAMENTO
9985;LIMP PERF CASA&PERFUME BELA FLOR 500ML;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
7879;FRALDA DESCARTAVEL VITA MILI ADULTO XG;FRALDA INFANTIL;133;FRALDA INFANTIL
12258;PANO SCOTCH-BRITE ENXUGA FACIL C/2 .;PANOS/FLANELAS;220;PANOS/FLANELAS
13670;QUEIJO ANILA CACCIO CAVALO VINHO KG;QUEIJO;250;QUEIJO
8504;LOCAO HIDRAT NIVEA SENTIDOS RELAX 200ML;HIDRATAÇÃO PARA O CORPO;147;HIDRATAÇÃO PARA O CORPO
3242;BONECO LIGA POWER MASTER BRINQ VARIADO;BRINQUEDOS MENINOS;50;BRINQUEDOS MENINAS
17539;GARRAFA TERMICA EDFORT 1L, PRETO;UTENSÍLIOS PARA CAFÉ;300;UTENSÍLIOS DE PLÁSTICO
16242;TEMP SS NATURAL 50G ZERO SODIO FRANGO;TEMPERO;288;TEMPERO
4022;JG CAMA ACASA D SOLT PERCAL 300F CZ 1901;CAMA;58;CAMA
9200;FERTILIZANTE ROSA DO DESERTO 150G;JARDINAGEM PLANTAR;309;VERDURAS
12539;ATUM COQUEIRO LIGHT NAT PED 170G;PEIXE EM CONSERVA;227;PEIXE EM CONSERVA
720;ALIM CAO DO CHOW AD RP LV11.6 PG10.1KG;ALIMENTO PARA CÃES;12;ALIMENTO PARA CÃES
1506;BATERIA ZETTA Z45D;AUTOMOTIVO ACESSÓRIOS;25;AUTOMOTIVO ACESSÓRIOS
11918;PASCOA OVO NESTLE ALPINO COMBO C3X110G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
2374;BARRA KELLNESS 20GR MORANGO C/CHOC;BARRA DE CEREAL;40;BARRA DE CEREAL
5841;CR DENT GEL COLGATE WHITENING+PLAX FRESH MINT 90G;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
18218;VODKA KADOV CRANBERRY 100%CEREAIS 1L;VODKA;312;VODKA
8235;GELEIA SUPERBOM 100% DAMASCO C/PEDACOS 310G;GELÉIA;141;GELÉIA
9034;CANTO DE MINAS IOGURTE BICAMADA 120g FR VERMELH;IOGURTE;155;IOGURTE
6690;PINO FEMEA TELEFONE USEUTIL;ELÉTRICA;105;ELÉTRICA
8575;HIDRAT LABIAL MAYB BABY LIPS FRE CA 3.8G;HIDRATAÇÃO PARA O ROSTO;189;MAQUIAGEM
7720;PARAFUSO C/BUCHA N.10 C/ 4UNDS ASA DO BRASIL;FIXAÇÃO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
15537;SOPA AJINOMOTO VONO 22G MILHO C/FGO;SOPA;269;SALGADINHO E APERITIVO
191;Feltro Sintético Circular Autoadesivo 20mm Preto 20 Peças - Talentos;ACESSÓRIOS DE MANUTENÇÃO;3;ACESSÓRIOS DE MANUTENÇÃO
8684;EDUCADOR SANITARIO 180ml PROCAO NP;HIGIENE/LIMPEZA PET SHOP;77;CONDICIONADOR
17936;ALMEIRAO SUGUIMOTO UN;VERDURAS;309;VERDURAS
5874;CR DENT CREME SORRISO DENTE BCO 90G LV12 GTS 3 CR DENT CREME TRIPLA 90G;CREME/GEL DENTAL ADULTO;87;CREME/GEL DENTAL ADULTO
13668;PROVOLONE BOLINHA K VALE DO ORIZONA;QUEIJO;250;QUEIJO
11407;PACK S/CAN NESCAU PRONTINHO 9X200ML;MODIFICADOR DE LEITE;46;BOMBONIERE
14827;SALG APER AMENDOIM DORI JAPONES 500G;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
3443;CAFE NESCAFE MATINAL SOLUVEL VD 230G;CAFÉ;54;CAFÉ
1362;PRATO DESCARTAVEL 15cm C/10un KEROCOPO FUNDO;ARTIGOS PARA FESTAS;303;UTENSÍLIOS DE VIDRO
5499;CONFEITO DISQUETI MINI CHOC 500G-PC;CONFEITOS;275;SIDRA/ESPUMANTE
5737;CR TRAT ELSEVE QUERA LISO 1KG;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
6461;DOCE FESTA BRIGAD MOCA FIESTA NESTLE 385G;DOCE FESTA;103;DOCE PASTA
8145;UVA RED GLOBER NAC BENASSI 500G;FRUTAS;137;FRUTAS
2360;BARRA CERAL NUTMIX SEMENTES ESPEC 30G;BARRA DE CEREAL;40;BARRA DE CEREAL
14893;AMENDOIM ZANFA'S 500GR TORRADO .;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
8202;PO GELATINA DR OETKER MORANGO CX 20G;GELATINA;278;SORVETE
15011;CHIPS INSPIRE MULTICEREAL TOMATE PCT 40G;SAUDÁVEL;272;SAUDÁVEL
7794;FRALDA BABYBOO DIA A DIA M C50 MEGA;FRALDA INFANTIL;133;FRALDA INFANTIL
5629;CR PENTEAR TRESEMME ORIGINAL 300ML;CREME DE PENTEAR;85;CREME DE PENTEAR
357;ESCOVA CAB MARCO BONI RETANGULAR REF 7511T;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
8195;MIST GELATINA APTI VIT TUTTI FRUTI CEREJA 35G;GELATINA;141;GELÉIA
18153;VINHO ARGENTINO SAURUS TT.PATAG PINOT NOIR 750ML;VINHO;311;VINHO
7261;ESPONJA LIMPPANO C3 LIMPEZA PESADA;ESPONJA SINTÉTICA;1;ACESSÓRIOS DE BANHO
1572;FILTRO AR WEGA JFA-0H24;AUTOMOTIVO FILTROS;28;AUTOMOTIVO FILTROS
6174;DESINF BELGA MARINE 500ML;DESINFETANTE;97;DESINFETANTE
4463;CHA MATTE KININO 250GR .;CHÁ;67;CHÁ
13218;PURIF AR AP BOM AR CLICK SP EUC 12ML;PURIFICADOR DE AR;246;PURIFICADOR DE AR
3834;MANTA MICROFIBRA PANOSUL 1,20 X1,5M . SORTIDA;CAMA;58;CAMA
14560;LEV FORT SACO DE LIXO AZUL 30L;SACOS;265;SACOS
411;TOUCA CAB VERTIX METALIZADA 393;ACESSÓRIOS PARA CABELO;56;CALÇADO ADULTO
18069;VINHO GAZELA 750ML VDE GR V MATEUS 187ML;VINHO;311;VINHO
16111;PICANHA SUIN DATERRA PORC RESF KG;SUÍNO RESFRIADO;48;BOVINO RESFRIADO
9031;BEB LACTEA POLPA VIGOR TODO DIA VITAMINA 540G;IOGURTE;155;IOGURTE
9375;bauru presunto/mussarela;LANCHE PRONTO;311;VINHO
16005;SUPLEM PROT ESSENTIAL 34G REDBERRY;SUPLEMENTO ALIMENTAR;155;IOGURTE
17929;MIX SALADA VALE VERDE PRIMAVERA HIG 150G;VERDURAS;269;SALGADINHO E APERITIVO
14278;SAB BAR PHEBO TOQUE DE LAVANDA 90G;SABONETE BARRA;259;SABONETE BARRA
11269;MARCADOR PERMANENTE N850-B EM -DAISO;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
8460;HAMB DE GRAO DE BICO MR VEGGY 400G;HAMBÚRGUER;250;QUEIJO
17938;BROTO ALFAFA UN;VERDURAS;309;VERDURAS
4886;TINT PERM IMEDIA CR KIT EXC 634 CHOC;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
2763;BOLO CASCAO kg .;BOLOS;45;BOLOS
15417;ESPUMANTE ARG SAINT CLEMENT D SEC 750ML;SIDRA/ESPUMANTE;275;SIDRA/ESPUMANTE
7043;ESM COLORAMA SUPER CORES MARROM MUTANTE 8ML;ESMALTE;116;ESMALTE
9642;BATATA BOLINHA CAMPACHI 800G;LEGUMES;269;SALGADINHO E APERITIVO
17360;COPO BOHEMIA E WK 410ML 2S18;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
7564;FEIJAO 1kg BIG CESTA;FEIJÃO;125;FEIJÃO
11328;TOALHA MESA CORTTEX JAQ L 1.80M E/M RED;MESA;39;BANHO
7804;FRALDA CREMER DISNEY BABY JUMBINHO G 16UN;FRALDA INFANTIL;133;FRALDA INFANTIL
10033;LIMPADOR FACILLE PERF 1L FRESCOR DE ALEC;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
16825;Colher Madeira Acácia 28cm - A/CASA;UTENSÍLIOS DE MADEIRA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
16257;TEMP MARPA 300G, ALHO SAL;TEMPERO;288;TEMPERO
18194;VODKA ROMANOFF 1L;VODKA;312;VODKA
5585;CR PENTEAR ELSEVE HYDRA-MAX COLAG 250ML;CREME DE PENTEAR;85;CREME DE PENTEAR
4883;DESCOLOR AGUA OXIGENADA FARMAX 90ML 30V;COLORAÇÃO FEMININA;315;ÁGUA MINERAL
14281;SAB BAR PHEBO GLICD FRESCOR MANHA 90G;SABONETE BARRA;259;SABONETE BARRA
16752;AFIADOR FACA CLINK 2 ESTAGIOS;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
2005;AZEITONA VERDE 500g CASA ABRAHAO;AZEITONA;36;AZEITONA
2855;MARSHMALLOW 50G CN;BOMBONIERE;46;BOMBONIERE
9443;LAVA ROUPA ARIEL LIQ CLASSICO REFI 700ML;LAVA ROUPA LÍQUIDO;164;LAVA ROUPA LÍQUIDO
14212;SAB BAR MATO DOCE CANELA 220GR;SABONETE BARRA;259;SABONETE BARRA
12371;PH FD FOFINHO ABSOLUTE 4X30M;PAPEL HIGIÊNICO;222;PAPEL HIGIÊNICO
15198;SHAMP+MASC YENZAH WHEY FIT 200ML/100G;SHAMPOO;273;SHAMPOO
10342;LINGUICA SAUDALI PERNIL PIMENTA kg;LINGUIÇA;181;LINGUIÇA
14270;SAB.FARNESE 180G PURO HIDRATANTE;SABONETE BARRA;259;SABONETE BARRA
13834;REFR PO FRUCTUS MARACUJA 15G;REFRESCO EM PÓ;251;REFRESCO EM PÓ
3434;CAFE DELTAQ CAPS QONVIVIUM NÂº 4 C/10;CAFÉ;54;CAFÉ
16490;TONICO CAPILAR SALON-L SOS BOMBA BOMBA LIBERADO 100ML;TRANSFORMAÇÃO CABELOS;77;CONDICIONADOR
9459;LAVA ROUPA LIQ UAU ACTIVE 5L;LAVA ROUPA LÍQUIDO;164;LAVA ROUPA LÍQUIDO
503;COLEIRA SIMPLES GDE;ACESSÓRIOS PET;296;UTENSÍLIOS DE INOX/ALUMÍNIO
11327;AVENTAL ACASA ALGODAO BG K161011-4;MESA;58;CAMA
10977;MASSA DE CECCO SPAGHETTI INTEGRALI 500G;MASSA SECA;193;MASSA SECA
16056;RABO SUINO SALGADO 400g PAINEIRA;SUÍNO RESFRIADO;48;BOVINO RESFRIADO
1029;ANTIS BUCAL LISTERINE PREM WHITE EXTREME 236ML;ANTISSÉPTICO BUCAL ADULTO;18;ANTISSÉPTICO BUCAL ADULTO
244;FONE P/OUVIDO MULTILASER NEO PH186;ACESSÓRIOS ELETRO;4;ACESSÓRIOS ELETRO
2629;BISC MARIA SAO LUIS 400G;BISCOITO;44;BISCOITO
13091;PROT SOL CORPO LOREAL TOQUE SECO FPS50 50G;PROTETOR SOLAR CORPORAL;259;SABONETE BARRA
3276;BRINCADEIRA DE CRIANÇA QUEBRA CABECA NUMEROS 1 AO 10;BRINQUEDOS UNISEX;12;ALIMENTO PARA CÃES
11963;PASCOA OVO GAROTO BRIGADEIRO 150G;OVO DE PÁSCOA;216;OVO DE PÁSCOA
17437;COPO CISPER CHOPP PILS 300ML 328/30 .;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
548;CACHACA DECISAO PRATA 600ML;AGUARDENTE/CACHAÇA;275;SIDRA/ESPUMANTE
15225;SH SALON-LINE CACHOS SOS 300ML;SHAMPOO;273;SHAMPOO
4477;CHA VERDE BASILUR ISLAND GREEN 150G;CHÁ;67;CHÁ
17194;CJ BOWL KREA PENTAGONAL NATIVA 4PCS;UTENSÍLIOS DE PORCELANA/CERÂMICA;296;UTENSÍLIOS DE INOX/ALUMÍNIO
14927;SALGADINHO LUCKY 2000 PALITO BACON 80G-PC;SALGADINHO E APERITIVO;269;SALGADINHO E APERITIVO
12365;PH FD DUETTO FIT NEUTRO 8X30M;PAPEL HIGIÊNICO;222;PAPEL HIGIÊNICO
8094;MEXERICA CLEMVILLE KG;FRUTAS;166;LEGUMES
0;ABS NOT ALWAYS ACTIVE C/12;ABSORVENTE;0;ABSORVENTE
4607;CIG HILTON AUTHENTIC KS TL VERSAO B C 10;CIGARRO;69;CIGARRO
15299;SH PANTENE RESTAURACAO 175ML;SHAMPOO;273;SHAMPOO
11170;MOCHILA EXECUTIVA POLIESTER ANTIFURTO YS28055;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
14657;SAL GROSSO CANTA GALLO 600G CHIMICHURRI;SAL;266;SAL
9022;IOGURTE SANS SOUCI FIBRAS BLUEB LIG 200G;IOGURTE;155;IOGURTE
11616;MOLHO SALADA CASTELO ITALIANO 236ML;MOLHO PARA SALADA;205;MOLHO DE PIMENTA
3350;CAFE BOM DIA 500G POUCH TRADICIONAL;CAFÉ;54;CAFÉ
9440;LAVA ROUPA LIQ BABY SOFT COCO 2L;LAVA ROUPA LÍQUIDO;164;LAVA ROUPA LÍQUIDO
15096;SNACK FANTASTIC ARROZ GERGIL S/GLUT 100G;SAUDÁVEL;272;SAUDÁVEL
12770;PIZZA PAULISTAO kg PORTUGUESA;PIZZA;233;PIZZA
12090;OVOS COZ CODORNA CODOMAX 450G;OVOS;216;OVO DE PÁSCOA
8231;GELEIA ORIGINAL CASA DA MADEIRA CAQUI 240G;GELÉIA;141;GELÉIA
2288;TOALHA BARRA JACQUARD PRATA BELLA SANTISTA;BANHO;39;BANHO
13558;PAO QUEIJO SABOROSO RECH DOCE LEITE 400G;PÃO DE QUEIJO;247;PÃES
9918;LENCO UMED TRA LA LA BABY HIDRATA RF C/75;LENÇO UMEDECIDO INFANTIL;265;SACOS
10198;KIT 2 LIMP PESADA VEJA CLORO ATIVO 500ML 40% DESC;LIMPEZA PESADA;176;LIMPADOR MULTIUSO
13885;REFRIGER ELECTROLUX 538L F M I 127 DM85X;REFRIGERADORES;252;REFRIGERADORES
5766;MASCARA IL SALONE NUTRICAO/PROTEC 250ML;CREME PARA TRATAMENTO;86;CREME PARA TRATAMENTO
26;ABS S/ABAS ALWAYS ULTRAFINO C/8;ABSORVENTE;0;ABSORVENTE
2168;ACUCAR REFINADO DUCULA PCT 5KG;AÇÚCAR;38;AÇÚCAR
8557;HIDRAT OL CORPO FARMAX BABOSA FR 100ML;HIDRATAÇÃO PARA O CORPO;147;HIDRATAÇÃO PARA O CORPO
11841;CESTA ORG IMP G NAT C/ALCA EST QY14313;ORGANIZADOR;215;ORGANIZADOR
2090;AZEITONA VDE CC FONTINI 1,02KG- SACHE;AZEITONA;36;AZEITONA
15766;SUCO CONC GRAN VILLE CAJU 500ML;SUCO CONCENTRADO;281;SUCO PRONTO/NECTAR
4643;COBER SORVETE INGREDIENT MARSHMALL 190G;COBERTURA;278;SORVETE
1980;AZEITE EXT VIRG COLAVITA 250ML AGLIOLIO;AZEITE;35;AZEITE
13634;QUEIJO PROVOLONE QUATA MINI BDJ kg;QUEIJO;250;QUEIJO
8055;Morango Benassi 1Kg;FRUTAS;137;FRUTAS
15966;SUCO LARANJA/CENOURA SAO LUIZ 300ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
12205;PANETONE VILLAGE DAMASCO C UVA PAS 500G;PANETONE;219;PANETONE
12239;JG PANO COPA CORTTEX STRIP 6PCS SORT 2;PANOS/FLANELAS;220;PANOS/FLANELAS
5162;COND.ELSEVE 400ML HYDRA MAX COLAG;CONDICIONADOR;77;CONDICIONADOR
10096;VASSOURAS LIMPPANO PRA FORA .;LIMPEZA;177;LIMPEZA
6501;DOCE SABOR DAS VERTENTES 410GR PREM C/LIMAO;DOCE PASTA;103;DOCE PASTA
15846;SUCO PTO LIV DETOX 330ML;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
8165;CAMARAO SETE BARBAS 500g COPACOL;FRUTOS DO MAR CONGELADOS;22;ARROZ
2683;SONHO RECH DOCE LEITE KG;BOLOS;45;BOLOS
16898;PEGADOR YANGZI MASSA NYLON YN05 .;UTENSÍLIOS DE NYLON;296;UTENSÍLIOS DE INOX/ALUMÍNIO
17623;CACHEPO NUTRIPLAN ELEGANCE QUAD CAFE 01;VASOS;265;SACOS
16438;AMPOLA TRAT ELSEVE OLEO EXT NUTRI 15ML;TRANSFORMAÇÃO CABELOS;259;SABONETE BARRA
17368;COPO CERVEJA SERRAMALTE 340ML;UTENSÍLIOS DE VIDRO;303;UTENSÍLIOS DE VIDRO
11254;CADERNO MAXIMA 96FLS CD CAST.PERSONAL TALES OFF MAIC;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
132;CABIDE PRIMAFER PENDURA LEVE6 PAGUE5 ROSA;ACESSÓRIOS DE LAVANDERIA;58;CAMA
6361;DES AERO BOZZANO ENERGY 90G;DESODORANTE MASCULINO;98;DESODORANTE FEMININO
12269;SACO ALVEJADO MC ESTAMPARIA CARIOCA;PANOS/FLANELAS;265;SACOS
7592;SOQUETE MUNDO FACIL C/ RABICHO;FERRAMENTA;133;FRALDA INFANTIL
4401;CARVAO GUIDALI EUCALIPTO PCT 3KG;CHURRASCO;133;FRALDA INFANTIL
6243;DES ROLL JOHNSON PURE RENEW 50ML;DESODORANTE FEMININO;98;DESODORANTE FEMININO
15619;SORVETE SORVETAO 2LI NAPOLITANO;SORVETE;278;SORVETE
13892;REFRIG PUREZA GUARANA PET 1L;REFRIGERANTES;253;REFRIGERANTES
15217;SHAMP FLORES E VEG 300ML NEUTRO;SHAMPOO;273;SHAMPOO
16891;PRATO DE MELAMINA PARA USO COZINHA -DAISO;UTENSÍLIOS DE MELAMINA;303;UTENSÍLIOS DE VIDRO
7628;FITA DENTAL EDEL WHITE ENCERADA EASY TAPE;FIO/FITA DENTAL;112;ESCOVA DENTAL ADULTO
8543;LOCAO HIDRATANTE 200ml DERMACREAM ELASTINA;HIDRATAÇÃO PARA O CORPO;147;HIDRATAÇÃO PARA O CORPO
16231;TEMP VINAGRETE TOQUE CLASSE 30G;TEMPERO;288;TEMPERO
11521;MOLHO PIMENTA CIA ERVAS 80ML JALAP. JALAPENOS;MOLHO DE PIMENTA;205;MOLHO DE PIMENTA
2435;BEB SOJA MAIS VITA ABACAXI 1L;BEBIDA A BASE DE SOJA;166;LEGUMES
851;CAPA ALMOFADA ACASA M JAQ CZ 4545 157;ALMOFADAS;14;ALMOFADAS
17958;VINAGRE PEIXE MACA 750ML;VINAGRE;310;VINAGRE
14729;SALAME SEARA ITALIAN;SALAME;268;SALAME
336;PIRANHA PRETA LEITOSA 2un ASA DO BRASIL;ACESSÓRIOS PARA CABELO;216;OVO DE PÁSCOA
569;AGUARD SALINAS UMBURANA 600ML;AGUARDENTE/CACHAÇA;253;REFRIGERANTES
6442;DESOD.AERO ABOVE 90G FEM LADY;DESODORANTE UNISSEX;99;DESODORANTE MASCULINO
14224;SAB BAR LUX SUAVE FRESC IRRES/AZ 90G;SABONETE BARRA;259;SABONETE BARRA
391;PENTE MARCO BONI FINO 1069 X12;ACESSÓRIOS PARA CABELO;6;ACESSÓRIOS PARA CABELO
10055;LIMP PERF SANIX FLORAL 500ML;LIMPADOR MULTIUSO;176;LIMPADOR MULTIUSO
5184;COND SKALA 325ML CERAMIDAS;CONDICIONADOR;77;CONDICIONADOR
4900;T.MARCIA 30ML LIQ. 7.66 VERM.CEREJ;COLORAÇÃO FEMININA;74;COLORAÇÃO FEMININA
11115;CADERNO CD 1M 96F TILIBRA JOLLIE;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
11117;LAPIS EVOLUTION SHAPES;MATERIAL ESCOLAR;195;MATERIAL ESCOLAR
14071;Repelente Repelex Pessoal Deet Aerosol 200ml;REPELENTES;253;REFRIGERANTES
8832;LAMPADA ELETRICA FOXLUX HALOGENA 127X70W;ILUMINAÇÃO;153;ILUMINAÇÃO
14057;Repelente SBP Advanced Icaridina Spray 100ml;REPELENTES;253;REFRIGERANTES
9525;LAVA ROUPA PO OMO MULTITECIDOS C/TQ COMFORT LILAS 1KG;LAVA ROUPA PÓ;164;LAVA ROUPA LÍQUIDO
12451;KIT SACO PRES+LACO+TAG S COLOR 25X37 C/3;PAPELARIA;265;SACOS
13508;PAO PANHOCA DE MILHO KG;PÃES;247;PÃES
7378;MIST MARIA MOLE DR OETKER 180G;FARINÁCEO;124;FARINÁCEO
14126;REQUEIJAO FRIMESA CHEDDAR CP 180G;REQUEIJÃO;256;REQUEIJÃO
13315;VELA PERF BOM AR AURORA FLOR.ROXAS ESPECIARIAS 155G;PURIFICADOR DE AR;153;ILUMINAÇÃO
16662;COLHER SOB C/50un CONEXAO ROSA;UTENSÍLIOS DE INOX/ALUMÍNIO;296;UTENSÍLIOS DE INOX/ALUMÍNIO
15906;SUCO AMAZOO 200ML ACAI+ MORANGO CHIA LINHACA;SUCO PRONTO/NECTAR;281;SUCO PRONTO/NECTAR
11066;PASTA PARA DOCUMENTO A5 (COM ZIPER - PLASTICO) -DAISO;MATERIAL DE ESCRITÓRIO;195;MATERIAL ESCOLAR
1463;ASP PO/LIQ ELECTROLUX 1400W 14L 220 FLEX;ASPIRADOR;252;REFRIGERADORES
8912;IOG YOGUEDES SC COCO 900G;IOGURTE;155;IOGURTE
9614;TOMATE ITAL SERRAS 500G-BJ;LEGUMES;166;LEGUMES
9800;LEITE FERM CHAMYTO 450G FRUTAS VRM;LEITE FERMENTADO;171;LEITE UHT
9387;LASANHA SADIA 4 QUEIJOS CX 600G (V);LASANHA;206;MOLHO DE TOMATE
2823;CHOC FRAN LINDT EXCELLENCE 100G-TA FRAMB INTENSE;BOMBONIERE;46;BOMBONIERE
13088;PROT SOLAR AUST GOLD FPS30 BRONZER 237ML;PROTETOR SOLAR CORPORAL;147;HIDRATAÇÃO PARA O CORPO
